vendor_id_code,payee,agency,fiscal_year,transaction_reference_id,amount,distinct_txns,day_span,first_date,last_date,exposure,severity,status,confidence
PZ000020938,"AMENT PROFESSIONAL SERVICES\, LLC",PARKS BOARD,2018,PRCPZ1PRAPR0000764583,150.0000,2,80,2018-03-05,2018-05-24,150.0000,low,unreviewed,medium
34516801,MOUNTAIN IMAGING LLC,AHCCCS,2018,GAXCMHCAPMMS18001355,2.7900,2,8,2017-10-10,2017-10-18,2.7900,low,unreviewed,medium
83572004,CARR/SCOTT A.,AHCCCS,2018,GAXHCAPMMS18029219,93.7300,2,57,2017-09-07,2017-11-03,93.7300,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18041367,9251.9100,2,1,2017-10-04,2017-10-05,9251.9100,low,unreviewed,medium
CH0024734,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001849269,22.3200,4,6,2021-02-19,2021-02-25,66.9600,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2021,GAXCMHCAPMMS21003953,121.0300,2,3,2021-03-30,2021-04-02,121.0300,low,unreviewed,medium
CH0135357,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001970821,22.4400,2,6,2021-06-23,2021-06-29,22.4400,low,unreviewed,medium
15365501,NORTHERN ARIZONA HPG LLC,AHCCCS,2023,GAXCMHCAPMMS23000908,225.7100,2,297,2022-09-06,2023-06-30,225.7100,low,unreviewed,medium
CH0139400,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002421194,47.4000,2,4,2022-08-29,2022-09-02,47.4000,low,unreviewed,medium
15403701,NORTHWEST ALLIED PHYSICIA,AHCCCS,2023,GAXCMHCAPMMS23001776,40.0600,2,2,2022-10-31,2022-11-02,40.0600,low,unreviewed,medium
31683201,NORTHERN ARIZONA ORTHOPAE,AHCCCS,2023,GAXCMHCAPMMS23002868,25.4600,2,164,2023-01-17,2023-06-30,25.4600,low,unreviewed,medium
CH0032897,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002551653,610.0800,2,6,2023-01-05,2023-01-11,610.0800,low,unreviewed,medium
5299852C,BANNER-UMC PHOENIX CAMPUS,AHCCCS,2024,GAXCMHCAPMMS24001584,103315.0800,2,9,2023-09-18,2023-09-27,103315.0800,medium,unreviewed,medium
0208761C,REHOBOTH MCKINLEY HLTH,AHCCCS,2025,GAXCMHCAPMMS25002142,1651.4200,2,2,2024-10-28,2024-10-30,1651.4200,low,unreviewed,medium
GHOSTGFA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) GFA,GAME AND FISH DEPARTMENT,2025,GAXGFAFOR51024,175.6100,2,7,2024-10-23,2024-10-30,175.6100,low,unreviewed,medium
PCARDWCA0001,PCARD VENDOR WCA,DEPT OF WATER RESOURCES,2025,GAXWCA225US1007,50.0000,4,7,2024-10-25,2024-11-01,150.0000,low,unreviewed,medium
PCARDHDA0001,PCARD VENDOR HDA,DEPT OF HOUSING,2025,GAXHDA2CA60898,35.6600,6,7,2024-10-25,2024-11-01,178.3000,low,unreviewed,medium
PCARDHDA0001,PCARD VENDOR HDA,DEPT OF HOUSING,2025,GAXHDA2CA60898,18.4100,4,7,2024-10-25,2024-11-01,55.2300,low,unreviewed,medium
PCARDHDA0001,PCARD VENDOR HDA,DEPT OF HOUSING,2025,GAXHDA2CA60898,8.7000,2,7,2024-10-25,2024-11-01,8.7000,low,unreviewed,medium
PCARDAHA0001,PCARD VENDOR AHA,DEPT OF AGRICULTURE,2025,GAXAHA22500100,23.7100,2,11,2024-10-24,2024-11-04,23.7100,low,unreviewed,medium
PCARDSDA0001,PCARD VENDOR SDA,SCHOOLS FOR THE DEAF AND THE BLIND,2025,GAXSDA250000008518,650.0000,2,7,2024-10-24,2024-10-31,650.0000,low,unreviewed,medium
16472001,MONUMENT VALLEY HEALTH,AHCCCS,2025,GAXCMHCAPMMS25004334,9681.6000,2,9,2025-03-31,2025-04-09,9681.6000,low,unreviewed,medium
CH0153719,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003291239,6.6000,2,119,2025-02-07,2025-06-06,6.6000,low,unreviewed,medium
VC0000041131,SAN LUCY DISTRICT,SECRETARY OF STATE (DEPT OF STATE),2018,GAXSTAP8651700,4890.0000,2,41,2017-11-09,2017-12-20,4890.0000,low,unreviewed,medium
30014201,SOUTHWEST MEDICAL ASSOC.,AHCCCS,2018,GAXHCAPMMS18107284,5.9100,2,14,2018-02-28,2018-03-14,5.9100,low,unreviewed,medium
01010314,BANNER UNIVERSITY FAMILY CARE,AHCCCS,2021,GAXCMHCAPMMS21001041,1767.2700,2,2,2020-09-08,2020-09-10,1767.2700,low,unreviewed,medium
07299202,DIAL-A-RIDE,AHCCCS,2021,GAXNEHCAPMMS21079747,2305.3400,2,7,2021-01-06,2021-01-13,2305.3400,low,unreviewed,medium
CH0141767,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002420773,914.5200,2,40,2022-08-25,2022-10-04,914.5200,low,unreviewed,medium
02150101,SCOTTSDALE HLTHCARE-SHEA,AHCCCS,2023,GAXCMHCAPMMS23001836,44.2200,2,8,2022-11-08,2022-11-16,44.2200,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2023,GAXCMHCAPMMS23001449,1748.5900,2,35,2022-10-12,2022-11-16,1748.5900,low,unreviewed,medium
00999448,"OPTUMRX PBM OF ILLINOIS, INC",AHCCCS,2023,GAXCMHCAPMMS23001852,8960.0000,2,8,2022-11-08,2022-11-16,8960.0000,low,unreviewed,medium
71433401,MOHAVE MENTAL HEALTH CLIN,AHCCCS,2023,GAXNEHCAPMMS23148039,41.1300,2,7,2023-04-20,2023-04-27,41.1300,low,unreviewed,medium
14662701,DIVERGENT RECOVERY,AHCCCS,2024,GAXCMHCAPMMS24002768,181.5500,2,9,2023-11-27,2023-12-06,181.5500,low,unreviewed,medium
33526801,NM ONCOLOGY HEM CONSLT,AHCCCS,2024,GAXCMHCAPMMS24003492,112.4200,2,10,2024-01-12,2024-01-22,112.4200,low,unreviewed,medium
CH0135472,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002918651,229.9300,2,28,2024-01-12,2024-02-09,229.9300,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24003651,5366.2600,2,1,2024-01-23,2024-01-24,5366.2600,low,unreviewed,medium
CH0148323,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002920676,1200.0000,2,106,2024-01-25,2024-05-10,1200.0000,low,unreviewed,medium
CH0135373,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002994280,802.9000,2,28,2024-04-04,2024-05-02,802.9000,low,unreviewed,medium
52687201,DIGNITY HLTH AZ GENERAL,AHCCCS,2025,GAXCMHCAPMMS25000534,187.0400,2,8,2024-07-30,2024-08-07,187.0400,low,unreviewed,medium
00110306,MERCY CARE PLAN - LTC,AHCCCS,2025,GAXCMHCAPMMS25000565,3901.8200,2,1,2024-07-30,2024-07-31,3901.8200,low,unreviewed,medium
11538702,ON TIME MED TRANS INC,AHCCCS,2025,GAXNEHCAPMMS25042399,249.9300,2,7,2024-10-02,2024-10-09,249.9300,low,unreviewed,medium
01010422,"BRIDGEWAY HEALTH SOLUTIONS OF ARIZONA, INC.",AHCCCS,2025,GAXCMHCAPMMS25003104,1096.6800,2,2,2025-01-06,2025-01-08,1096.6800,low,unreviewed,medium
USD99187,US DEPARTMENT OF LABOR,INDUSTRIAL COMMISSION,2018,GAXICA180000002161,772.2000,2,25,2017-07-13,2017-08-07,772.2000,low,unreviewed,medium
64678601,SUNRISE AIR AMBULANCE,AHCCCS,2018,GAXCMHCAPMMS18000274,2128.2300,2,16,2017-07-24,2017-08-09,2128.2300,low,unreviewed,medium
CH0136183,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001938548,3.4000,2,21,2021-05-11,2021-06-01,3.4000,low,unreviewed,medium
CH0059252,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001936059,496.5800,2,7,2021-05-05,2021-05-12,496.5800,low,unreviewed,medium
CH0066287,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002458906,590.4000,2,35,2022-10-06,2022-11-10,590.4000,low,unreviewed,medium
CH0054640,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002481061,673.3200,2,10,2022-11-04,2022-11-14,673.3200,low,unreviewed,medium
CH0146747,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002741814,329.9200,2,4,2023-07-10,2023-07-14,329.9200,low,unreviewed,medium
08739801,TERIS HEALTH SERVICES,AHCCCS,2024,GAXNEHCAPMMS24000360,4880.1200,3,13,2023-07-13,2023-07-26,9760.2400,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPMMS24002385,543.3200,2,3,2023-11-04,2023-11-07,543.3200,low,unreviewed,medium
IV0000035689,MR FISH TRANSPORT,GAME AND FISH DEPARTMENT,2024,GAEIV1GFAPO0000574752,2380.0000,3,196,2023-10-05,2024-04-18,4760.0000,low,unreviewed,medium
00110050,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2024,GAXCMHCAPMMS24003994,705.8600,2,4,2024-02-02,2024-02-06,705.8600,low,unreviewed,medium
4800461A,LA PAZ REGIONAL HOSPITAL,AHCCCS,2025,GAXCMHCAPMMS25000532,6104.9000,2,43,2024-07-30,2024-09-11,6104.9000,low,unreviewed,medium
55077301,RIO VISTA POST ACUTE,AHCCCS,2025,GAXCMHCAPMMS25000505,6712.0000,2,1,2024-07-30,2024-07-31,6712.0000,low,unreviewed,medium
CH0141873,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003127128,557.9300,2,43,2024-09-05,2024-10-18,557.9300,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCARMMS25032759,7147.9700,2,1,2024-09-10,2024-09-11,7147.9700,low,unreviewed,medium
93174601,YAVAPAI CO COMM-COMMERCE,AHCCCS,2018,GAXCMHCAPRG180000055,64.8400,2,1,2018-01-17,2018-01-18,64.8400,low,unreviewed,medium
31569001,"HOPE DIABETES CENTER\, LLC",AHCCCS,2018,GAXHCAPMMS18113987,6.4000,2,7,2018-03-14,2018-03-21,6.4000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21000494,15130.1300,2,2,2020-08-03,2020-08-05,15130.1300,low,unreviewed,medium
98292001,DESTINY B.H.R.C LLC 3,AHCCCS,2021,GAXNEHCAPMMS21128611,2723.7900,2,6,2021-04-21,2021-04-27,2723.7900,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2021,GAXCMHCAPMMS21004254,492.3200,2,4,2021-04-22,2021-04-26,492.3200,low,unreviewed,medium
CH0088578,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002418504,39.0700,2,6,2022-08-16,2022-08-22,39.0700,low,unreviewed,medium
38312401,LITTLE COLORADO PHYS OFF.,AHCCCS,2023,GAXCMHCAPRG230000055,39371.2200,2,197,2022-12-15,2023-06-30,39371.2200,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2023,GAXCMHCAPMMS23002545,294.1500,2,5,2022-12-22,2022-12-27,294.1500,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2023,GAXCMHCAPMMS23004278,698.8700,2,2,2023-04-25,2023-04-27,698.8700,low,unreviewed,medium
CH0147742,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002774801,350.0000,2,181,2023-08-25,2024-02-22,350.0000,low,unreviewed,medium
CH0146747,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002773855,18.3600,2,3,2023-08-21,2023-08-24,18.3600,low,unreviewed,medium
02042001,YAVAPAI REG MED CENTER,AHCCCS,2024,GAXCMHCAPMMS24004409,1071.0300,2,2,2024-02-26,2024-02-28,1071.0300,low,unreviewed,medium
37849101,MARY GROUP HOME II,AHCCCS,2024,GAXNEHCAPMMS24112059,24124.5900,2,6,2024-02-29,2024-03-06,24124.5900,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCARMMS24004717,1071.9300,2,2,2024-04-09,2024-04-11,1071.9300,low,unreviewed,medium
PZ9000003460,WOMENS TRANSITION PROJECT INC,DEPT OF HOUSING,2018,GAXHDA2SHP1208,11269.9800,2,46,2017-07-27,2017-09-11,11269.9800,low,unreviewed,medium
44475301,PETERSONS HOMECARE,AHCCCS,2018,GAXCMHCAPMMS18001413,19.1700,2,23,2017-10-16,2017-11-08,19.1700,low,unreviewed,medium
53424601,NORTHWEST CARDIOLOGY LLC,AHCCCS,2021,GAXCMHCAPMMS21000533,8.9900,2,2,2020-08-03,2020-08-05,8.9900,low,unreviewed,medium
CH0059431,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001831315,89.8200,2,6,2021-02-04,2021-02-10,89.8200,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23001712,992.3700,2,4,2022-10-27,2022-10-31,992.3700,low,unreviewed,medium
VCMFRF000714,NAME REDACTED,DEPT OF VETERANS SERVICES,2023,GAXVSA23MF259,10741.5000,2,26,2022-10-28,2022-11-23,10741.5000,low,unreviewed,medium
CH0144184,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002507624,290.8800,2,4,2022-11-28,2022-12-02,290.8800,low,unreviewed,medium
CH0119967,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002624428,16.4300,3,2,2023-03-15,2023-03-17,32.8600,low,unreviewed,medium
CH0110627,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002624900,388.5000,2,6,2023-03-16,2023-03-22,388.5000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23003758,977.3300,2,4,2023-03-17,2023-03-21,977.3300,low,unreviewed,medium
54847901,MEDEX GROUP,AHCCCS,2023,GAXNEHCAPMMS23167961,170.8300,2,8,2023-06-13,2023-06-21,170.8300,low,unreviewed,medium
54847901,MEDEX GROUP,AHCCCS,2023,GAXNEHCAPMMS23146474,976.5300,2,8,2023-06-13,2023-06-21,976.5300,low,unreviewed,medium
14784802,TYMON,AHCCCS,2023,GAXNEHCAPMMS23173865,110.0900,2,7,2023-06-14,2023-06-21,110.0900,low,unreviewed,medium
54847901,MEDEX GROUP,AHCCCS,2023,GAXNEHCAPMMS23142912,9102.9100,2,8,2023-06-13,2023-06-21,9102.9100,low,unreviewed,medium
09233601,ARIZONA HOME OF MIRACLES,AHCCCS,2024,GAXCMHCAPMMS24000744,7300.5900,2,51,2023-08-07,2023-09-27,7300.5900,low,unreviewed,medium
55756101,"INOGEN, INC.",AHCCCS,2024,GAXCMHCAPMMS24001003,19.8200,2,37,2023-08-14,2023-09-20,19.8200,low,unreviewed,medium
CH0102118,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002858110,58.9000,2,7,2023-11-07,2023-11-14,58.9000,low,unreviewed,medium
CH0070393,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002942494,966.6700,2,5,2024-02-07,2024-02-12,966.6700,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPMMS24004164,1145.8400,2,2,2024-02-12,2024-02-14,1145.8400,low,unreviewed,medium
76329501,"COMMUNITY BRIDGES, INC",AHCCCS,2025,GAXCMHCAPMMS25003695,522.9100,2,58,2025-02-18,2025-04-17,522.9100,low,unreviewed,medium
07011001,KORDS SOUTHWEST,AHCCCS,2025,GAXCMHCAPMMS25004937,667.0200,2,2,2025-05-05,2025-05-07,667.0200,low,unreviewed,medium
03638501,AMERICAN MEDICAL RESPONSE,AHCCCS,2018,GAXCMHCAPMMS18004439,54.7800,2,2,2018-05-29,2018-05-31,54.7800,low,unreviewed,medium
53424601,NORTHWEST CARDIOLOGY LLC,AHCCCS,2018,GAXCMHCAPMMS18000620,20.7700,2,1,2017-08-15,2017-08-16,20.7700,low,unreviewed,medium
40540101,RETINAL CONSULT OF AZ,AHCCCS,2023,GAXNEHCAPMMS23021675,553.3200,2,61,2022-10-14,2022-12-14,553.3200,low,unreviewed,medium
CH0141646,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002476601,15.0000,2,53,2022-10-13,2022-12-05,15.0000,low,unreviewed,medium
99104701,GUARDIAN FLIGHT LLC,AHCCCS,2023,GAXCMHCAPMMS23001398,2186.2000,2,262,2022-10-11,2023-06-30,2186.2000,low,unreviewed,medium
CH0145894,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002595858,715.0000,2,24,2023-02-21,2023-03-17,715.0000,low,unreviewed,medium
08187501,RICHLIN REGAL RESIDENCY L,AHCCCS,2023,GAXCMHCAPMMS23003671,235.5000,2,109,2023-03-13,2023-06-30,235.5000,low,unreviewed,medium
CH0137434,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002744333,335.2800,2,6,2023-07-20,2023-07-26,335.2800,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24002062,79.0600,2,2,2023-10-18,2023-10-20,79.0600,low,unreviewed,medium
00010500,"MOLINA HEALTHCARE OF ARIZONA, INC",AHCCCS,2025,GAXCMHCAPMMS25001597,256.9800,2,2,2024-09-23,2024-09-25,256.9800,low,unreviewed,medium
00010500,"MOLINA HEALTHCARE OF ARIZONA, INC",AHCCCS,2025,GAXCMHCAPMMS25001597,1565.6400,2,2,2024-09-23,2024-09-25,1565.6400,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25017515,106.1600,2,4,2024-09-20,2024-09-24,106.1600,low,unreviewed,medium
00825701,ALOBAIDY NEUROLOGY CONSUL,AHCCCS,2025,GAXCMHCAPMMS25003763,62.0500,2,9,2025-02-24,2025-03-05,62.0500,low,unreviewed,medium
00010158,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2025,GAXCMHCARMMS25015446,66.8800,2,5,2025-03-26,2025-03-31,66.8800,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2021,GAXCMHCAPMMS21001541,82.7100,2,8,2020-10-13,2020-10-21,82.7100,low,unreviewed,medium
42096201,I-GROUP MED TRANSPORT,AHCCCS,2023,GAXNEHCAPMMS23008159,1826.3400,2,7,2022-07-20,2022-07-27,1826.3400,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2023,GAXCMHCAPMMS23000301,889.6400,2,2,2022-07-25,2022-07-27,889.6400,low,unreviewed,medium
35757801,BANNER MESA ASC,AHCCCS,2023,GAXCMHCAPMMS23001640,1496.1200,2,249,2022-10-24,2023-06-30,1496.1200,low,unreviewed,medium
23322901,VERDE VALLEY MED CENTER-S,AHCCCS,2023,GAXCMHCAPMMS23001507,251.6400,2,9,2022-10-17,2022-10-26,251.6400,low,unreviewed,medium
CH0038574,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002479620,488.7000,2,70,2022-10-27,2023-01-05,488.7000,low,unreviewed,medium
00010789,MERCY MARICOPA INTEGRATED CARE,AHCCCS,2023,GAXCMHCAPMMS23003568,570.3400,2,118,2023-03-04,2023-06-30,570.3400,low,unreviewed,medium
CH0143558,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002569059,19.8000,2,23,2023-02-06,2023-03-01,19.8000,low,unreviewed,medium
MISCCUSTOM,NAME REDACTED,ATTORNEY GENERAL (DEPT OF LAW),2023,GAXAGA230000029168,34.3700,2,1,2023-05-25,2023-05-26,34.3700,low,unreviewed,medium
CH0140485,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002795761,439.6200,2,40,2023-09-07,2023-10-17,439.6200,low,unreviewed,medium
CH0150094,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002948054,3.0400,2,6,2024-02-15,2024-02-21,3.0400,low,unreviewed,medium
GHOSTDEA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DEA,DEPT OF ECONOMIC SECURITY,2025,GAXDEA2A341335,468.0000,4,7,2024-10-24,2024-10-31,1404.0000,low,unreviewed,medium
GHOSTDEA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DEA,DEPT OF ECONOMIC SECURITY,2025,GAXDEA2A341335,653.8100,2,7,2024-10-24,2024-10-31,653.8100,low,unreviewed,medium
56958202,ABRAZO AZ HEART HOSPITAL,AHCCCS,2025,GAXCMHCAPMMS25001838,2257.6900,2,10,2024-10-07,2024-10-17,2257.6900,low,unreviewed,medium
20999201,LIVI MEDICAL SERVICES PLL,AHCCCS,2018,GAXHCAPMMS18120338,12.4500,2,35,2018-03-28,2018-05-02,12.4500,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2021,GAXCMHCAPMMS21001137,712.3400,2,2,2020-09-14,2020-09-16,712.3400,low,unreviewed,medium
CH0107024,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001877374,69.1600,2,7,2021-03-10,2021-03-17,69.1600,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2021,GAXCMHCAPMMS21003786,2581.9900,2,2,2021-03-17,2021-03-19,2581.9900,low,unreviewed,medium
42768601,VIRTUAL RADIOLOGIC PROF,AHCCCS,2023,GAXCMHCAPMMS23003523,3.9600,2,123,2023-02-27,2023-06-30,3.9600,low,unreviewed,medium
CH0068770,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002810292,727.0500,2,6,2023-10-05,2023-10-11,727.0500,low,unreviewed,medium
CH0068770,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002810292,950.8400,2,6,2023-10-05,2023-10-11,950.8400,low,unreviewed,medium
CH0103124,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002812093,190.1700,2,20,2023-10-05,2023-10-25,190.1700,low,unreviewed,medium
PCARDABA0001,PCARD VENDOR ABA,BOARD OF ACCOUNTANCY,2025,GAXABA2AB25031,48.4700,2,7,2024-10-23,2024-10-30,48.4700,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18002272,766.3600,2,2,2017-12-20,2017-12-22,766.3600,low,unreviewed,medium
IV0000002870,ASSOCIATION OF FISH AND WILDLIFE AGENCIES,GAME AND FISH DEPARTMENT,2021,GAXIV1GFAINV000498282,35935.0000,2,111,2020-10-20,2021-02-08,35935.0000,low,unreviewed,medium
CH0064683,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001877616,3.5300,2,14,2021-03-10,2021-03-24,3.5300,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23001057,685.3100,2,4,2022-09-15,2022-09-19,685.3100,low,unreviewed,medium
40540101,RETINAL CONSULT OF AZ,AHCCCS,2023,GAXNEHCAPMMS23019680,79.1700,2,61,2022-10-14,2022-12-14,79.1700,low,unreviewed,medium
40540101,RETINAL CONSULT OF AZ,AHCCCS,2023,GAXNEHCAPMMS23033630,406.5100,2,61,2022-10-14,2022-12-14,406.5100,low,unreviewed,medium
78595601,STEVEN H WIENER MD PC,AHCCCS,2023,GAXCMHCAPMMS23001321,628.8000,2,147,2022-10-06,2023-03-02,628.8000,low,unreviewed,medium
MISCCUSTOM,NAME REDACTED,ATTORNEY GENERAL (DEPT OF LAW),2023,GAXAGA230000021129,23.8800,3,1,2023-03-06,2023-03-07,47.7600,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2024,GAXCMHCAPMMS24003436,1122.7400,2,3,2024-01-06,2024-01-09,1122.7400,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2025,GAXCMHCAPMMS25001221,533.6500,2,5,2024-08-29,2024-09-03,533.6500,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2025,GAXCMHCAPRG250000018,952282.0200,2,1,2024-08-29,2024-08-30,952282.0200,medium,unreviewed,medium
43362201,SONORAN OTHO TRAUMA SURG,AHCCCS,2017,GAXCMHCAPMMS17004400,217.0100,2,9,2017-06-20,2017-06-29,217.0100,low,unreviewed,medium
IV0000006181,SPIDER TRACKS LIMITED,GAME AND FISH DEPARTMENT,2023,GAXIV1GFAINV000969950,165.7300,2,52,2022-08-01,2022-09-22,165.7300,low,unreviewed,medium
00010158,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2023,GAXCMHCAPMMS23001445,5717.1300,2,5,2022-10-12,2022-10-17,5717.1300,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23001476,65.5700,2,4,2022-10-13,2022-10-17,65.5700,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2023,GAXCMHCAPMMS23002719,2801.9000,2,2,2023-01-04,2023-01-06,2801.9000,low,unreviewed,medium
7212501D,TUBA CITY REGIONAL HEALTH,AHCCCS,2023,GAXCMHCAPMMS23005306,45862.8900,2,2,2023-06-19,2023-06-21,45862.8900,low,unreviewed,medium
0201231A,FLAGSTAFF MEDICAL CENTER,AHCCCS,2023,GAXCMHCAPMMS23005302,193.0700,2,11,2023-06-19,2023-06-30,193.0700,low,unreviewed,medium
CH0144085,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002714833,350.0000,2,6,2023-06-22,2023-06-28,350.0000,low,unreviewed,medium
IV0000023819,CISCO SYSTEMS INC,AHCCCS,2023,GAXIV1HCAINV001076400,1180.7700,2,2,2023-06-26,2023-06-28,1180.7700,low,unreviewed,medium
IV0000023819,CISCO SYSTEMS INC,AHCCCS,2023,GAXIV1HCAINV001049320,5031.4600,2,2,2023-06-26,2023-06-28,5031.4600,low,unreviewed,medium
GHOSTSDA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) SDA,SCHOOLS FOR THE DEAF AND THE BLIND,2025,GAXSDA250000008501,414.2100,2,7,2024-10-24,2024-10-31,414.2100,low,unreviewed,medium
48289901,TACTILE SYSTEMS TECH.,AHCCCS,2025,GAXCMHCAPMMS25004684,7.9500,2,16,2025-04-21,2025-05-07,7.9500,low,unreviewed,medium
52994302,BANNER THUNDERBIRD MEDICA,AHCCCS,2018,GAXCMHCAPMMS18002629,15.5600,2,2,2018-01-16,2018-01-18,15.5600,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXCMHCAPMMS18000340,542200.7300,2,6,2017-07-28,2017-08-03,542200.7300,medium,unreviewed,medium
CH0136058,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001968014,3.4000,2,5,2021-06-10,2021-06-15,3.4000,low,unreviewed,medium
IV0000011598,TELESOFT LLC,DEPT OF HEALTH SERVICES,2021,GAXHSA210000043233,20.6300,2,1,2021-06-17,2021-06-18,20.6300,low,unreviewed,medium
6423071X,HANGER PROSTH & ORTH WEST,AHCCCS,2021,GAXCMHCAPMMS21004819,33.9800,2,16,2021-06-07,2021-06-23,33.9800,low,unreviewed,medium
