vendor_id_code,payee,agency,fiscal_year,transaction_reference_id,amount,distinct_txns,day_span,first_date,last_date,exposure,severity,status,confidence
CH0119833,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002437876,707.3400,2,5,2022-09-07,2022-09-12,707.3400,low,unreviewed,medium
CH0077877,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002439191,929.8800,2,5,2022-09-07,2022-09-12,929.8800,low,unreviewed,medium
CH0140227,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002521580,295.8000,3,33,2022-12-07,2023-01-09,591.6000,low,unreviewed,medium
12194101,DESERT VISIONS YOUTH WELL,AHCCCS,2023,GAXCMHCAPMMS23005211,7132.1900,2,18,2023-06-12,2023-06-30,7132.1900,low,unreviewed,medium
22801901,SOUND PHYSICIANS INTENSIVISTS OF ARIZONA INC,AHCCCS,2025,GAXCMHCAPMMS22004107,985.9700,2,28,2025-01-15,2025-02-12,985.9700,low,unreviewed,medium
CH0073096,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001849508,464.9400,6,6,2021-02-11,2021-02-17,2324.7000,low,unreviewed,medium
CH0038574,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001828920,181.4200,2,6,2021-02-11,2021-02-17,181.4200,low,unreviewed,medium
CH0086505,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001942368,140.4600,2,7,2021-05-25,2021-06-01,140.4600,low,unreviewed,medium
CH0148630,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002918129,20.4600,2,6,2024-01-12,2024-01-18,20.4600,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2021,GAXCMHCAPMMS21002875,10236.1000,2,3,2021-01-12,2021-01-15,10236.1000,low,unreviewed,medium
40547701,TERI HOURIHAN COUNSELING,AHCCCS,2024,GAXNEHCAPMMS24001337,129.9500,2,6,2023-07-13,2023-07-19,129.9500,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPMMS24003058,3.4200,2,2,2023-12-12,2023-12-14,3.4200,low,unreviewed,medium
