entity_key,parent_key,parent_name,method,confidence,group_size
MOHAVE MENTAL HEALTH CLIN,MOHAVE MENTAL HEALTH CLIN,MOHAVE MENTAL HEALTH CLIN,parent,singleton,1
MOHAVE VALLEY ELEMENTARY SCHOOL DISTRICT 16,MOHAVE VALLEY ELEMENTARY SCHOOL DISTRICT 16,MOHAVE VALLEY ELEMENTARY SCHOOL DISTRICT 16,parent,singleton,1
MOHAVE VALLEY FIRE DEPARTMENT,MOHAVE VALLEY FIRE DEPARTMENT,MOHAVE VALLEY FIRE DEPARTMENT,parent,singleton,1
MOHAVE VALLEY FIRE DISTRICT,MOHAVE VALLEY FIRE DISTRICT,MOHAVE VALLEY FIRE DISTRICT,parent,singleton,1
MOHAWK GROUP HOLDINGS,MOHAWK GROUP HOLDINGS,MOHAWK GROUP HOLDINGS,parent,singleton,1
MOHAWK VALLEY SCHOOL DISTRICT NO 17,MOHAWK VALLEY SCHOOL DISTRICT NO 17,MOHAWK VALLEY SCHOOL DISTRICT NO 17,parent,singleton,1
MOJAVE CENTER FOR RECOVER,MOJAVE CENTER FOR RECOVER,MOJAVE CENTER FOR RECOVER,parent,singleton,1
"MOLINA HEALTHCARE OF ARIZONA, INC","MOLINA HEALTHCARE OF ARIZONA, INC","MOLINA HEALTHCARE OF ARIZONA, INC",parent,singleton,1
MONARCH LATHES LP,MONARCH LATHES LP,MONARCH LATHES LP,parent,singleton,1
"MONEY MANAGEMENT INTERNATIONAL, INC.","MONEY MANAGEMENT INTERNATIONAL, INC.","MONEY MANAGEMENT INTERNATIONAL, INC.",parent,singleton,1
MONMOUTH SOLUTIONS INC,MONMOUTH SOLUTIONS INC,MONMOUTH SOLUTIONS INC,parent,singleton,1
MONROE CONCRETE COATING & REMODELING,MONROE CONCRETE COATING & REMODELING,MONROE CONCRETE COATING & REMODELING,parent,singleton,1
MONTECITO POST ACUTE CARE,MONTECITO POST ACUTE CARE,MONTECITO POST ACUTE CARE,parent,singleton,1
MONTESSORI DAY PUBLIC SCHOOL CHARTERED,MONTESSORI DAY PUBLIC SCHOOL CHARTERED,MONTESSORI DAY PUBLIC SCHOOL CHARTERED,parent,singleton,1
MONTESSORI EDUC CENTRE-CHARTER SCHOOL,MONTESSORI EDUC CENTRE-CHARTER SCHOOL,MONTESSORI EDUC CENTRE-CHARTER SCHOOL,parent,singleton,1
MONTEZUMA CREEK COMMUNITY,MONTEZUMA CREEK COMMUNITY,MONTEZUMA CREEK COMMUNITY,parent,singleton,1
MONUMENT VALLEY HEALTH,MONUMENT VALLEY HEALTH,MONUMENT VALLEY HEALTH,parent,singleton,1
MOODYS INVESTORS SERVICE,MOODYS INVESTORS SERVICE,MOODYS INVESTORS SERVICE,parent,singleton,1
MOONEY WRIGHT MOORE & WILHOIT PLLC,MOONEY WRIGHT MOORE & WILHOIT PLLC,MOONEY WRIGHT MOORE & WILHOIT PLLC,parent,singleton,1
MORAN AND SONS LUMBER CO INC,MORAN AND SONS LUMBER CO INC,MORAN AND SONS LUMBER CO INC,parent,singleton,1
MORGAN STANLEY CAPITAL INTERNATIONAL INC,MORGAN STANLEY CAPITAL INTERNATIONAL INC,MORGAN STANLEY CAPITAL INTERNATIONAL INC,parent,singleton,1
MORMON LAKE FIRE DISTRICT,MORMON LAKE FIRE DISTRICT,MORMON LAKE FIRE DISTRICT,parent,singleton,1
MORPHO USA INC,MORPHO USA INC,MORPHO USA INC,parent,singleton,1
MORPHOTRAK LLC,MORPHOTRAK LLC,MORPHOTRAK LLC,parent,singleton,1
"MORPHOTRUST USA, INC.","MORPHOTRUST USA, INC.","MORPHOTRUST USA, INC.",parent,singleton,1
"MORPHOTRUST USA\, INC.","MORPHOTRUST USA\, INC.","MORPHOTRUST USA\, INC.",parent,singleton,1
MORRISON EDUCATION GROUP INC,MORRISON EDUCATION GROUP INC,MORRISON EDUCATION GROUP INC,parent,singleton,1
MORRISON MANAGEMENT SPECIALIST INC,MORRISON MANAGEMENT SPECIALIST INC,MORRISON MANAGEMENT SPECIALIST INC,parent,singleton,1
MORRISTOWN ESD 75,MORRISTOWN ESD 75,MORRISTOWN ESD 75,parent,singleton,1
MORRISTOWN WATER COMPANY,MORRISTOWN WATER COMPANY,MORRISTOWN WATER COMPANY,parent,singleton,1
MOSES INC,MOSES INC,MOSES INC,parent,singleton,1
MOTHERLAND COUNSELING LLC,MOTHERLAND COUNSELING LLC,MOTHERLAND COUNSELING LLC,parent,singleton,1
MOTOR COACH INDUSTRIES INC,MOTOR COACH INDUSTRIES INC,MOTOR COACH INDUSTRIES INC,parent,singleton,1
MOTOR VEHICLE & REVENUE SERVICES - XEROX SLS INC,MOTOR VEHICLE & REVENUE SERVICES - XEROX SLS INC,MOTOR VEHICLE & REVENUE SERVICES - XEROX SLS INC,parent,singleton,1
MOTOROLA SOLUTIONS INC,MOTOROLA SOLUTIONS INC,MOTOROLA SOLUTIONS INC,parent,singleton,1
"MOUNTAIN BIKE AMERICA, LLC","MOUNTAIN BIKE AMERICA, LLC","MOUNTAIN BIKE AMERICA, LLC",parent,singleton,1
MOUNTAIN HIGH EXCAVATING,MOUNTAIN HIGH EXCAVATING,MOUNTAIN HIGH EXCAVATING,parent,singleton,1
MOUNTAIN INSTITUTE JTED #2,MOUNTAIN INSTITUTE JTED #2,MOUNTAIN INSTITUTE JTED #2,parent,singleton,1
MOUNTAIN OAK CHARTER SCH,MOUNTAIN OAK CHARTER SCH,MOUNTAIN OAK CHARTER SCH,parent,singleton,1
MOUNTAIN PARK COMMUNITY CHURCH,MOUNTAIN PARK COMMUNITY CHURCH,MOUNTAIN PARK COMMUNITY CHURCH,parent,singleton,1
MOUNTAIN PARK HC - THOMAS,MOUNTAIN PARK HC - THOMAS,MOUNTAIN PARK HC - THOMAS,parent,singleton,1
MOUNTAIN PARK HEALTH CENTER,MOUNTAIN PARK HEALTH CENTER,MOUNTAIN PARK HEALTH CENTER,parent,singleton,1
MOUNTAIN PARK HEALTH CTR,MOUNTAIN PARK HEALTH CTR,MOUNTAIN PARK HEALTH CTR,parent,singleton,1
MOUNTAIN SCHOOL INC,MOUNTAIN SCHOOL INC,MOUNTAIN SCHOOL INC,parent,singleton,1
MOUNTAIN VIEW FAMILY SERV,MOUNTAIN VIEW FAMILY SERV,MOUNTAIN VIEW FAMILY SERV,parent,singleton,1
MOUNTAIN VISTA MED CTR,MOUNTAIN VISTA MED CTR,MOUNTAIN VISTA MED CTR,parent,singleton,1
MP ENVIRONMENTAL SERVICES INC,MP ENVIRONMENTAL SERVICES INC,MP ENVIRONMENTAL SERVICES INC,parent,singleton,1
MP NEXLEVEL,MP NEXLEVEL,MP NEXLEVEL,parent,singleton,1
"MPI, INC.","MPI, INC.","MPI, INC.",parent,singleton,1
"MPI\, INC.","MPI\, INC.","MPI\, INC.",parent,singleton,1
MPOWER WELLNESS CENTER,MPOWER WELLNESS CENTER,MPOWER WELLNESS CENTER,parent,singleton,1
MR FISH TRANSPORT,MR FISH TRANSPORT,MR FISH TRANSPORT,parent,singleton,1
MRM CONSTRUCTION SERVICES INC,MRM CONSTRUCTION SERVICES INC,MRM CONSTRUCTION SERVICES INC,parent,singleton,1
MRT DESIGN LLC,MRT DESIGN LLC,MRT DESIGN LLC,parent,singleton,1
MT GRAHAM REGIONAL MEDICA,MT GRAHAM REGIONAL MEDICA,MT GRAHAM REGIONAL MEDICA,parent,singleton,1
MT LEMMON DOMESTIC WATER IMPROVEMENT DISTRICT,MT LEMMON DOMESTIC WATER IMPROVEMENT DISTRICT,MT LEMMON DOMESTIC WATER IMPROVEMENT DISTRICT,parent,singleton,1
MT LEMMON FIRE DISTRICT,MT LEMMON FIRE DISTRICT,MT LEMMON FIRE DISTRICT,parent,singleton,1
MT. GRAHAM REG. MED. CTR.,MT. GRAHAM REG. MED. CTR.,MT. GRAHAM REG. MED. CTR.,parent,singleton,1
MULE DEER FOUNDATION,MULE DEER FOUNDATION,MULE DEER FOUNDATION,parent,singleton,1
MULTIFORCE SYSTEMS CORP,MULTIFORCE SYSTEMS CORP,MULTIFORCE SYSTEMS CORP,parent,singleton,1
MUNDELL 2020,MUNDELL 2020,MUNDELL 2020,parent,singleton,1
MUNSON BOATS,MUNSON BOATS,MUNSON BOATS,parent,singleton,1
MURPHY DEVELOPMENT INCORPORATED,MURPHY DEVELOPMENT INCORPORATED,MURPHY DEVELOPMENT INCORPORATED,parent,singleton,1
MURPHY ELEMENTARY SCHOOL DISTRICT 21,MURPHY ELEMENTARY SCHOOL DISTRICT 21,MURPHY ELEMENTARY SCHOOL DISTRICT 21,parent,singleton,1
MW MORRISSEY CONSTRUCTION LLC,MW MORRISSEY CONSTRUCTION LLC,MW MORRISSEY CONSTRUCTION LLC,parent,singleton,1
MY BEHAVIORAL HEALTH TREA,MY BEHAVIORAL HEALTH TREA,MY BEHAVIORAL HEALTH TREA,parent,singleton,1
MY CITY RADIUS COMMUNITY,MY CITY RADIUS COMMUNITY,MY CITY RADIUS COMMUNITY,parent,singleton,1
MYERS AND STAUFFER LC,MYERS AND STAUFFER LC,MYERS AND STAUFFER LC,parent,singleton,1
MYSCHOLAR LLC,MYSCHOLAR LLC,MYSCHOLAR LLC,parent,singleton,1
MYTHICS INC,MYTHICS INC,MYTHICS INC,parent,high,2
MYTHICS LLC,MYTHICS INC,MYTHICS INC,norm_exact,high,2
N. MTN MED & REHAB CENTER,N. MTN MED & REHAB CENTER,N. MTN MED & REHAB CENTER,parent,singleton,1
NABCO SYSTEMS LLC,NABCO SYSTEMS LLC,NABCO SYSTEMS LLC,parent,singleton,1
NACO SCHOOL DISTRICT NO 23,NACO SCHOOL DISTRICT NO 23,NACO SCHOOL DISTRICT NO 23,parent,singleton,1
NACOG - HEADSTART,NACOG - HEADSTART,NACOG - HEADSTART,parent,singleton,1
NADABURG SCHOOL DIST NO 81,NADABURG SCHOOL DIST NO 81,NADABURG SCHOOL DIST NO 81,parent,singleton,1
NAFFA WELLNESS,NAFFA WELLNESS,NAFFA WELLNESS,parent,singleton,1
NAISMITH MEMORIAL BASKETBALL HALL OF FAME,NAISMITH MEMORIAL BASKETBALL HALL OF FAME,NAISMITH MEMORIAL BASKETBALL HALL OF FAME,parent,singleton,1
NAMASTASOBER,NAMASTASOBER,NAMASTASOBER,parent,singleton,1
NAME REDACTED,NAME REDACTED,NAME REDACTED,parent,singleton,1
NAPHCARE ARIZONA LLC,NAPHCARE ARIZONA LLC,NAPHCARE ARIZONA LLC,parent,singleton,1
NAPHCARE INC,NAPHCARE INC,NAPHCARE INC,parent,singleton,1
NARRATIVE LLC,NARRATIVE LLC,NARRATIVE LLC,parent,singleton,1
NASS PROPERTY LLC,NASS PROPERTY LLC,NASS PROPERTY LLC,parent,singleton,1
NATHAN & ASSOCIATES INC,NATHAN & ASSOCIATES INC,NATHAN & ASSOCIATES INC,parent,singleton,1
NATIONAL ALLIANCE OF STATE AND TERR AIDS DIRECTORS INC,NATIONAL ALLIANCE OF STATE AND TERR AIDS DIRECTORS INC,NATIONAL ALLIANCE OF STATE AND TERR AIDS DIRECTORS INC,parent,singleton,1
NATIONAL CENTER FOR YOUTH LAW,NATIONAL CENTER FOR YOUTH LAW,NATIONAL CENTER FOR YOUTH LAW,parent,singleton,1
NATIONAL CONF COMMISSIONERS UNIFORM STATTE LAWS,NATIONAL CONF COMMISSIONERS UNIFORM STATTE LAWS,NATIONAL CONF COMMISSIONERS UNIFORM STATTE LAWS,parent,singleton,1
NATIONAL CONFERENCE OF STATE LEGISLATURES,NATIONAL CONFERENCE OF STATE LEGISLATURES,NATIONAL CONFERENCE OF STATE LEGISLATURES,parent,singleton,1
NATIONAL CTR FOR STATE COURTS,NATIONAL CTR FOR STATE COURTS,NATIONAL CTR FOR STATE COURTS,parent,singleton,1
NATIONAL FISH AND WILDLIFE FOUNDATION,NATIONAL FISH AND WILDLIFE FOUNDATION,NATIONAL FISH AND WILDLIFE FOUNDATION,parent,singleton,1
NATIONAL FOREST FOUNDATION,NATIONAL FOREST FOUNDATION,NATIONAL FOREST FOUNDATION,parent,singleton,1
NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL AND,NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL AND,NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL AND,parent,singleton,1
NATIONAL GOVERNORS ASSOCIATION,NATIONAL GOVERNORS ASSOCIATION,NATIONAL GOVERNORS ASSOCIATION,parent,singleton,1
NATIONAL IMMIGRATION LAW CENTER,NATIONAL IMMIGRATION LAW CENTER,NATIONAL IMMIGRATION LAW CENTER,parent,singleton,1
NATIONAL JEWISH HEALTH,NATIONAL JEWISH HEALTH,NATIONAL JEWISH HEALTH,parent,singleton,1
NATIONAL MEDICAL SERVICES INC,NATIONAL MEDICAL SERVICES INC,NATIONAL MEDICAL SERVICES INC,parent,singleton,1
NATIONAL WILD TURKEY FEDERATION,NATIONAL WILD TURKEY FEDERATION,NATIONAL WILD TURKEY FEDERATION,parent,singleton,1
NATIVE AMERICAN COMM HLTH,NATIVE AMERICAN COMM HLTH,NATIVE AMERICAN COMM HLTH,parent,singleton,1
NATIVE AMERICAN CONNECTIO,NATIVE AMERICAN CONNECTIO,NATIVE AMERICAN CONNECTIO,parent,singleton,1
NATIVE AMERICAN CONNECTIONS INC,NATIVE AMERICAN CONNECTIONS INC,NATIVE AMERICAN CONNECTIONS INC,parent,singleton,1
NATIVE AMERICANS FOR COMM,NATIVE AMERICANS FOR COMM,NATIVE AMERICANS FOR COMM,parent,singleton,1
NATIVE COMMUNITY CAPITAL,NATIVE COMMUNITY CAPITAL,NATIVE COMMUNITY CAPITAL,parent,singleton,1
NATIVE ENVIRONMENTAL,NATIVE ENVIRONMENTAL LLC,NATIVE ENVIRONMENTAL LLC,norm_exact,high,2
NATIVE ENVIRONMENTAL LLC,NATIVE ENVIRONMENTAL LLC,NATIVE ENVIRONMENTAL LLC,parent,high,2
NATIVE HEALTH,NATIVE HEALTH,NATIVE HEALTH,parent,singleton,1
NATIVE MUSIC COALITION,NATIVE MUSIC COALITION,NATIVE MUSIC COALITION,parent,singleton,1
NATIVE RISING OF ARIZONA,NATIVE RISING OF ARIZONA,NATIVE RISING OF ARIZONA,parent,singleton,1
NATURAL POWER AND ENERGY,NATURAL POWER AND ENERGY,NATURAL POWER AND ENERGY,parent,singleton,1
NATURAL RESTORATIONS,NATURAL RESTORATIONS,NATURAL RESTORATIONS,parent,singleton,1
NAVA HOME CARE LLC,NAVA HOME CARE LLC,NAVA HOME CARE LLC,parent,singleton,1
NAVAJO COUNTY,NAVAJO COUNTY,NAVAJO COUNTY,parent,singleton,1
NAVAJO COUNTY ACCOMMODATION DISTRICT NO.99,NAVAJO COUNTY ACCOMMODATION DISTRICT NO.99,NAVAJO COUNTY ACCOMMODATION DISTRICT NO.99,parent,singleton,1
NAVAJO COUNTY COMMUNITY COLLEGE DISTRICT,NAVAJO COUNTY COMMUNITY COLLEGE DISTRICT,NAVAJO COUNTY COMMUNITY COLLEGE DISTRICT,parent,singleton,1
NAVAJO COUNTY FAIR INC,NAVAJO COUNTY FAIR INC,NAVAJO COUNTY FAIR INC,parent,singleton,1
NAVAJO COUNTY SCHOOLS OFFICE,NAVAJO COUNTY SCHOOLS OFFICE,NAVAJO COUNTY SCHOOLS OFFICE,parent,singleton,1
NAVAJO NAT EMER MED SRVCS,NAVAJO NAT EMER MED SRVCS,NAVAJO NAT EMER MED SRVCS,parent,singleton,1
NAVAJO NATION,THE NAVAJO NATION,THE NAVAJO NATION,norm_exact,high,2
NAVAJO TECHNICAL UNIVERSITY,NAVAJO TECHNICAL UNIVERSITY,NAVAJO TECHNICAL UNIVERSITY,parent,singleton,1
NAVAJO TRIBAL UTILITY AUTHORITY,NAVAJO TRIBAL UTILITY AUTHORITY,NAVAJO TRIBAL UTILITY AUTHORITY,parent,singleton,1
NAVI TITLE AGENCY PLLC,NAVI TITLE AGENCY PLLC,NAVI TITLE AGENCY PLLC,parent,singleton,1
NB CONSTRUCTION INC,NB CONSTRUCTION INC,NB CONSTRUCTION INC,parent,singleton,1
NCS PEARSON INC,NCS PEARSON INC,NCS PEARSON INC,parent,singleton,1
NDEE HOME CARE LLC,NDEE HOME CARE LLC,NDEE HOME CARE LLC,parent,singleton,1
"NDR, LLC","NDR, LLC","NDR, LLC",parent,singleton,1
NEBCO ASSOCIATES INC,NEBCO ASSOCIATES INC,NEBCO ASSOCIATES INC,parent,singleton,1
NEC CORP OF AMERICA,NEC CORP OF AMERICA,NEC CORP OF AMERICA,parent,singleton,1
NEIGHBORHOOD HOUSING SERVICES OF PHOENIX INC,NEIGHBORHOOD HOUSING SERVICES OF PHOENIX INC,NEIGHBORHOOD HOUSING SERVICES OF PHOENIX INC,parent,singleton,1
NEIGHBORHOOD MINISTRIES INC,NEIGHBORHOOD MINISTRIES INC,NEIGHBORHOOD MINISTRIES INC,parent,singleton,1
NEIGHBORHOOD OUTREACH,NEIGHBORHOOD OUTREACH ACC,NEIGHBORHOOD OUTREACH ACC,token_subset,high,3
NEIGHBORHOOD OUTREACH ACC,NEIGHBORHOOD OUTREACH ACC,NEIGHBORHOOD OUTREACH ACC,parent,high,3
NEIGHBORHOOD OUTREACH ACCESS TO HEALTH,NEIGHBORHOOD OUTREACH ACC,NEIGHBORHOOD OUTREACH ACC,token_subset,high,3
NEPC LLC,NEPC LLC,NEPC LLC,parent,high,2
"NEPC, LLC",NEPC LLC,NEPC LLC,norm_exact,high,2
NESBITT CONTRACTING CO INC,NESBITT CONTRACTING CO INC,NESBITT CONTRACTING CO INC,parent,singleton,1
NETCO INC,NETCO INC,NETCO INC,parent,singleton,1
NETSMART TECHNOLOGIES,NETSMART TECHNOLOGIES,NETSMART TECHNOLOGIES,parent,singleton,1
NEVADA BARRICADE & SIGN COMPANY INC,NEVADA BARRICADE & SIGN COMPANY INC,NEVADA BARRICADE & SIGN COMPANY INC,parent,singleton,1
NEVADA FIRST CHOICE LLC,NEVADA FIRST CHOICE LLC,NEVADA FIRST CHOICE LLC,parent,singleton,1
NEVER AGAIN FOUNDATION,NEVER AGAIN FOUNDATION,NEVER AGAIN FOUNDATION,parent,singleton,1
NEW DAY HEALTH SERVICES,NEW DAY HEALTH SERVICES,NEW DAY HEALTH SERVICES,parent,singleton,1
NEW DAY WELLNESS CENTER L,NEW DAY WELLNESS CENTER L,NEW DAY WELLNESS CENTER L,parent,singleton,1
NEW DIRECTION BEHAVIORAL,NEW DIRECTION BEHAVIORAL,NEW DIRECTION BEHAVIORAL,parent,singleton,1
NEW ENGLAND PENSION CONSULTANTS,NEW ENGLAND PENSION CONSULTANTS,NEW ENGLAND PENSION CONSULTANTS,parent,singleton,1
NEW ENGLAND STATES CONSORTIUM SYSTEMS ORG,NEW ENGLAND STATES CONSORTIUM SYSTEMS ORG,NEW ENGLAND STATES CONSORTIUM SYSTEMS ORG,parent,singleton,1
NEW FREEDOM AZ,NEW FREEDOM AZ,NEW FREEDOM AZ,parent,singleton,1
NEW FREEDOM OPS LLC,NEW FREEDOM OPS LLC,NEW FREEDOM OPS LLC,parent,singleton,1
NEW HOPE OF AZ,NEW HOPE OF AZ,NEW HOPE OF AZ,parent,singleton,1
NEW HORIZON HIGH SCHOOL INC,NEW HORIZON HIGH SCHOOL INC,NEW HORIZON HIGH SCHOOL INC,parent,singleton,1
NEW HORIZON SCHOOL FOR THE PERFORMING ARTS,NEW HORIZON SCHOOL FOR THE PERFORMING ARTS,NEW HORIZON SCHOOL FOR THE PERFORMING ARTS,parent,singleton,1
NEW HORIZON YOUTH HOMES,NEW HORIZON YOUTH HOMES,NEW HORIZON YOUTH HOMES,parent,singleton,1
NEW HORIZONS BEHAVIORAL,NEW HORIZONS BEHAVIORAL,NEW HORIZONS BEHAVIORAL,parent,singleton,1
NEW LEARNING VENTURES,NEW LEARNING VENTURES,NEW LEARNING VENTURES,parent,singleton,1
NEW LEGACY TREATMENT CENT,NEW LEGACY TREATMENT CENT,NEW LEGACY TREATMENT CENT,parent,singleton,1
NEW LIFE CENTER,NEW LIFE WELLNESS CENTER,NEW LIFE WELLNESS CENTER,token_subset,high,2
NEW LIFE WELLNESS CENTER,NEW LIFE WELLNESS CENTER,NEW LIFE WELLNESS CENTER,parent,high,2
NEW LIFE WELLNESS FLAGSTA,NEW LIFE WELLNESS FLAGSTA,NEW LIFE WELLNESS FLAGSTA,parent,singleton,1
NEW MAGMA IRRIGATION & DRAINAGE DISTRICT,NEW MAGMA IRRIGATION & DRAINAGE DISTRICT,NEW MAGMA IRRIGATION & DRAINAGE DISTRICT,parent,singleton,1
NEW MEXICO STATE UNIVERSITY,NEW MEXICO STATE UNIVERSITY,NEW MEXICO STATE UNIVERSITY,parent,singleton,1
NEW PATHWAYS FOR YOUTH,NEW PATHWAYS FOR YOUTH,NEW PATHWAYS FOR YOUTH,parent,singleton,1
NEW STAGES LLC,NEW STAGES LLC,NEW STAGES LLC,parent,singleton,1
NEW WORLD EDUCATIONAL CENTER,NEW WORLD EDUCATIONAL CENTER,NEW WORLD EDUCATIONAL CENTER,parent,singleton,1
NEW YORK LIFE INSURANCE COMPANY,NEW YORK LIFE INSURANCE COMPANY,NEW YORK LIFE INSURANCE COMPANY,parent,singleton,1
NEWFOUND HOPE,NEWFOUND HOPE,NEWFOUND HOPE,parent,singleton,1
NEWPORT RODEO LP,NEWPORT RODEO LP,NEWPORT RODEO LP,parent,singleton,1
NEWSTART INTEGRATED HEALT,NEWSTART INTEGRATED HEALT,NEWSTART INTEGRATED HEALT,parent,singleton,1
"NEXGENT, INC.","NEXGENT, INC.","NEXGENT, INC.",parent,singleton,1
"NEXT LEVEL VITALITY, LLC","NEXT LEVEL VITALITY, LLC","NEXT LEVEL VITALITY, LLC",parent,singleton,1
NEXTGEN COMMUNICATIONS INC,NEXTGEN COMMUNICATIONS INC,NEXTGEN COMMUNICATIONS INC,parent,singleton,1
NFH NORTHERN PROJECT DEVELOPMENT LLC,NFH NORTHERN PROJECT DEVELOPMENT LLC,NFH NORTHERN PROJECT DEVELOPMENT LLC,parent,singleton,1
NFRA INC,NFRA INC,NFRA INC,parent,singleton,1
NGM REAL ESTATE,NGM REAL ESTATE,NGM REAL ESTATE,parent,singleton,1
NGU CONTRACTING INC,NGU CONTRACTING INC,NGU CONTRACTING INC,parent,singleton,1
NHW COMMUNITY HEALTH CTR.,NHW COMMUNITY HEALTH CTR.,NHW COMMUNITY HEALTH CTR.,parent,singleton,1
NICHE TECHNOLOGY INC,NICHE TECHNOLOGY INC,NICHE TECHNOLOGY INC,parent,singleton,1
"NICHEVISION FORENSICS, LLC","NICHEVISION FORENSICS, LLC","NICHEVISION FORENSICS, LLC",parent,singleton,1
NICHOLAS MYERS,NICHOLAS MYERS,NICHOLAS MYERS,parent,singleton,1
NICHOLAS O ALOZIE,NICHOLAS O ALOZIE,NICHOLAS O ALOZIE,parent,singleton,1
NIDA BEHAVIORAL HEALTH,NIDA BEHAVIORAL HEALTH,NIDA BEHAVIORAL HEALTH,parent,singleton,1
NIGHTMARE INC,NIGHTMARE INC,NIGHTMARE INC,parent,singleton,1
NIQUES PROJECT LLC,NIQUES PROJECT LLC,NIQUES PROJECT LLC,parent,singleton,1
NJY LLC,NJY LLC,NJY LLC,parent,singleton,1
NK PETROLEUM LLC,NK PETROLEUM LLC,NK PETROLEUM LLC,parent,singleton,1
NM ONCOLOGY HEM CONSLT,NM ONCOLOGY HEM CONSLT,NM ONCOLOGY HEM CONSLT,parent,singleton,1
NOAH WEBSTER BASIC SCHOOL,NOAH WEBSTER BASIC SCHOOL,NOAH WEBSTER BASIC SCHOOL,parent,singleton,1
NOAH WEBSTER SCHOOLS-PIMA,NOAH WEBSTER SCHOOLS-PIMA,NOAH WEBSTER SCHOOLS-PIMA,parent,singleton,1
NOGALES UNIFIED SCHOOL DISTRICT NO 1,NOGALES UNIFIED SCHOOL DISTRICT NO 1,NOGALES UNIFIED SCHOOL DISTRICT NO 1,parent,singleton,1
NOKIA OF AMERICA CORPORATION,NOKIA OF AMERICA CORPORATION,NOKIA OF AMERICA CORPORATION,parent,singleton,1
NORMENT SECURITY GROUP INC,NORMENT SECURITY GROUP INC,NORMENT SECURITY GROUP INC,parent,singleton,1
NORTH COUNTRY HEALTH CARE,NORTH COUNTRY HEALTH CARE,NORTH COUNTRY HEALTH CARE,parent,singleton,1
NORTH COUNTRY HEALTHCARE,NORTH COUNTRY HEALTHCARE,NORTH COUNTRY HEALTHCARE,parent,singleton,1
NORTH COUNTRY HLTH-PAYSON,NORTH COUNTRY HLTH-PAYSON,NORTH COUNTRY HLTH-PAYSON,parent,singleton,1
NORTH COUNTY FIRE & MEDICAL DISTRICT,NORTH COUNTY FIRE & MEDICAL DISTRICT,NORTH COUNTY FIRE & MEDICAL DISTRICT,parent,singleton,1
NORTH MOUNTAIN HEALTHCARE LLC,NORTH MOUNTAIN HEALTHCARE LLC,NORTH MOUNTAIN HEALTHCARE LLC,parent,singleton,1
NORTH PHOENIX PREPARATORY,NORTH PHOENIX PREPARATORY,NORTH PHOENIX PREPARATORY,parent,singleton,1
NORTH STAR CHARTER SCHOOL INC,NORTH STAR CHARTER SCHOOL INC,NORTH STAR CHARTER SCHOOL INC,parent,singleton,1
NORTH STAR INDEPENDENT LIVING SERVICES LLC,NORTH STAR INDEPENDENT LIVING SERVICES LLC,NORTH STAR INDEPENDENT LIVING SERVICES LLC,parent,singleton,1
NORTHERN ARIZONA COUNCIL OF GOVERNMENTS,NORTHERN ARIZONA COUNCIL OF GOVERNMENTS,NORTHERN ARIZONA COUNCIL OF GOVERNMENTS,parent,singleton,1
NORTHERN ARIZONA EMS,NORTHERN ARIZONA EMS,NORTHERN ARIZONA EMS,parent,singleton,1
NORTHERN ARIZONA FIRE DISTRICT,NORTHERN ARIZONA FIRE DISTRICT,NORTHERN ARIZONA FIRE DISTRICT,parent,singleton,1
NORTHERN ARIZONA HEALTHCARE,NORTHERN ARIZONA HEALTHCARE,NORTHERN ARIZONA HEALTHCARE,parent,singleton,1
NORTHERN ARIZONA REGIONAL BEHAVIORAL HEALTH INC,NORTHERN ARIZONA REGIONAL BEHAVIORAL HEALTH INC,NORTHERN ARIZONA REGIONAL BEHAVIORAL HEALTH INC,parent,singleton,1
NORTHERN ARIZONA UNIVERSITY,NORTHERN ARIZONA UNIVERSITY,NORTHERN ARIZONA UNIVERSITY,parent,singleton,1
NORTHERN ARIZONA VOCATIONAL INSTITUTE OF TECHNOLOGY,NORTHERN ARIZONA VOCATIONAL INSTITUTE OF TECHNOLOGY,NORTHERN ARIZONA VOCATIONAL INSTITUTE OF TECHNOLOGY,parent,singleton,1
NORTHERN AZ INTERGOVERNMENTAL PUBLIC TRANS AUTH,NORTHERN AZ INTERGOVERNMENTAL PUBLIC TRANS AUTH,NORTHERN AZ INTERGOVERNMENTAL PUBLIC TRANS AUTH,parent,singleton,1
NORTHERN AZ INTERGOVERNMENTAL PUBLIC TRANS AUTHORI,NORTHERN AZ INTERGOVERNMENTAL PUBLIC TRANS AUTHORI,NORTHERN AZ INTERGOVERNMENTAL PUBLIC TRANS AUTHORI,parent,singleton,1
NORTHERN COCHISE COMMUNITY HOSPITAL INC,NORTHERN COCHISE HOSPITAL,NORTHERN COCHISE HOSPITAL,token_subset,high,2
NORTHERN COCHISE HOSPITAL,NORTHERN COCHISE HOSPITAL,NORTHERN COCHISE HOSPITAL,parent,high,2
NORTHLAND CARES,NORTHLAND CARES,NORTHLAND CARES,parent,singleton,1
NORTHLAND PIONEER COLLEGE,NORTHLAND PIONEER COLLEGE,NORTHLAND PIONEER COLLEGE,parent,singleton,1
