entity_key,parent_key,parent_name,method,confidence,group_size
CITY OF SAN LUIS,CITY OF SAN LUIS,CITY OF SAN LUIS,parent,singleton,1
CITY OF SCOTTSDALE,CITY OF SCOTTSDALE,CITY OF SCOTTSDALE,parent,singleton,1
CITY OF SEDONA,CITY OF SEDONA,CITY OF SEDONA,parent,singleton,1
CITY OF SHOW LOW,CITY OF SHOW LOW,CITY OF SHOW LOW,parent,singleton,1
CITY OF SIERRA VISTA,CITY OF SIERRA VISTA,CITY OF SIERRA VISTA,parent,singleton,1
CITY OF SOMERTON,CITY OF SOMERTON,CITY OF SOMERTON,parent,singleton,1
CITY OF SOUTH TUCSON,CITY OF SOUTH TUCSON,CITY OF SOUTH TUCSON,parent,singleton,1
CITY OF ST JOHNS,CITY OF ST JOHNS,CITY OF ST JOHNS,parent,singleton,1
CITY OF ST. JOHNS,CITY OF ST. JOHNS,CITY OF ST. JOHNS,parent,singleton,1
CITY OF SURPRISE,CITY OF SURPRISE,CITY OF SURPRISE,parent,singleton,1
CITY OF TEMPE,CITY OF TEMPE,CITY OF TEMPE,parent,singleton,1
CITY OF TOLLESON,CITY OF TOLLESON,CITY OF TOLLESON,parent,singleton,1
CITY OF TOMBSTONE,CITY OF TOMBSTONE,CITY OF TOMBSTONE,parent,singleton,1
CITY OF TUCSON,CITY OF TUCSON,CITY OF TUCSON,parent,singleton,1
CITY OF WILLCOX,CITY OF WILLCOX,CITY OF WILLCOX,parent,singleton,1
CITY OF WILLIAMS,CITY OF WILLIAMS,CITY OF WILLIAMS,parent,singleton,1
CITY OF WINSLOW,CITY OF WINSLOW,CITY OF WINSLOW,parent,singleton,1
CITY OF YUMA,CITY OF YUMA,CITY OF YUMA,parent,singleton,1
CIVIL AIR PATROL,CIVIL AIR PATROL,CIVIL AIR PATROL,parent,singleton,1
CKC CONSTRUCTION AND MATERIALS LLC,CKC CONSTRUCTION AND MATERIALS LLC,CKC CONSTRUCTION AND MATERIALS LLC,parent,singleton,1
CLAIRE ELIZABETH KRELITZ,CLAIRE ELIZABETH KRELITZ,CLAIRE ELIZABETH KRELITZ,parent,singleton,1
CLARENCE WESLEY HLTH CNTR,CLARENCE WESLEY HLTH CNTR,CLARENCE WESLEY HLTH CNTR,parent,singleton,1
CLARK BOAT CO INC,CLARK BOAT CO INC,CLARK BOAT CO INC,parent,high,2
CLARK BOAT COMPANY INC,CLARK BOAT CO INC,CLARK BOAT CO INC,norm_exact,high,2
CLARK ELECTRIC SALES INC,CLARK ELECTRIC SALES INC,CLARK ELECTRIC SALES INC,parent,singleton,1
CLARK HILL PLC,CLARK HILL PLC,CLARK HILL PLC,parent,singleton,1
"CLASSIC AIR CARE, LLC","CLASSIC AIR CARE, LLC","CLASSIC AIR CARE, LLC",parent,singleton,1
CLASSIC ROOFING LLC,CLASSIC ROOFING LLC,CLASSIC ROOFING LLC,parent,singleton,1
CLAUSEN LAW OFFICES PLLC,CLAUSEN LAW OFFICES PLLC,CLAUSEN LAW OFFICES PLLC,parent,singleton,1
CLAY SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT,CLAY SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT,CLAY SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT,parent,singleton,1
CLEAR CHANNEL OUTDOOR,CLEAR CHANNEL OUTDOOR,CLEAR CHANNEL OUTDOOR,parent,singleton,1
CLEAR CREEK ASSOCIATES PLC,CLEAR CREEK ASSOCIATES PLC,CLEAR CREEK ASSOCIATES PLC,parent,singleton,1
CLEAR LABS INC,CLEAR LABS INC,CLEAR LABS INC,parent,singleton,1
CLEAR TITLE AGENCY LLC,CLEAR TITLE AGENCY LLC,CLEAR TITLE AGENCY LLC,parent,high,2
CLEAR TITLE AGENCY OF ARIZONA,CLEAR TITLE AGENCY LLC,CLEAR TITLE AGENCY LLC,token_subset,high,2
CLERK US DISTRICT COURT,CLERK US DISTRICT COURT,CLERK US DISTRICT COURT,parent,singleton,1
CLIENT NETWORK SERVICES LLC,CLIENT NETWORK SERVICES LLC,CLIENT NETWORK SERVICES LLC,parent,singleton,1
CLOTH & FLAME LLC,CLOTH & FLAME LLC,CLOTH & FLAME LLC,parent,singleton,1
CLOUD SOFTWARE GROUP INC,CLOUD SOFTWARE GROUP INC,CLOUD SOFTWARE GROUP INC,parent,singleton,1
CLYDE TAB TURNER PA,CLYDE TAB TURNER PA,CLYDE TAB TURNER PA,parent,singleton,1
CMI LIMITED CO GATOR DOCK & MARINE,CMI LIMITED CO GATOR DOCK & MARINE,CMI LIMITED CO GATOR DOCK & MARINE,parent,singleton,1
CML SECURITY LLC,CML SECURITY LLC,CML SECURITY LLC,parent,singleton,1
CND LIFE SCIENCES INC,CND LIFE SCIENCES INC,CND LIFE SCIENCES INC,parent,singleton,1
"CO JONES, INC","CO JONES, INC","CO JONES, INC",parent,singleton,1
COBALT ED LLC,COBALT ED LLC,COBALT ED LLC,parent,singleton,1
COBALT EDUCATION LLC,COBALT EDUCATION LLC,COBALT EDUCATION LLC,parent,singleton,1
COBRE VALLEY COMM HOSP,COBRE VALLEY COMM HOSP,COBRE VALLEY COMM HOSP,parent,singleton,1
COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,parent,singleton,1
COBRE VALLEY REGIONAL MEDICAL CENTER,COBRE VALLEY REGIONAL MEDICAL CENTER,COBRE VALLEY REGIONAL MEDICAL CENTER,parent,singleton,1
COBRE VALLEY YOUTH CLUB,COBRE VALLEY YOUTH CLUB,COBRE VALLEY YOUTH CLUB,parent,singleton,1
COCHISE,COCHISE,COCHISE,parent,singleton,1
COCHISE COMMUNITY COLLEGE DISTRICT,COCHISE COMMUNITY COLLEGE DISTRICT,COCHISE COMMUNITY COLLEGE DISTRICT,parent,singleton,1
COCHISE COMMUNITY DEVELOPMENT CORPORATION,COCHISE COMMUNITY DEVELOPMENT CORPORATION,COCHISE COMMUNITY DEVELOPMENT CORPORATION,parent,singleton,1
COCHISE COUNTY,COCHISE COUNTY,COCHISE COUNTY,parent,singleton,1
COCHISE COUNTY COMMUNITY COLLEGE DISTRICT,COCHISE COUNTY COMMUNITY COLLEGE DISTRICT,COCHISE COUNTY COMMUNITY COLLEGE DISTRICT,parent,singleton,1
COCHISE COUNTY FAIR ASSOCIATION,COCHISE COUNTY FAIR ASSOCIATION,COCHISE COUNTY FAIR ASSOCIATION,parent,singleton,1
COCHISE COUNTY TREASURER,COCHISE COUNTY TREASURER,COCHISE COUNTY TREASURER,parent,singleton,1
COCHISE PACIFIC ASSOCIATES II AN AZ LIMITED PTRNSP,COCHISE PACIFIC ASSOCIATES II AN AZ LIMITED PTRNSP,COCHISE PACIFIC ASSOCIATES II AN AZ LIMITED PTRNSP,parent,singleton,1
COCHISE TECHNOLOGY DISTRICT,COCHISE TECHNOLOGY DISTRICT,COCHISE TECHNOLOGY DISTRICT,parent,singleton,1
COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TECHNOLOGY,COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TECHNOLOGY,COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TECHNOLOGY,parent,singleton,1
COCONINO COUNTY,COCONINO COUNTY,COCONINO COUNTY,parent,singleton,1
COCONINO COUNTY COMMUNITY COLLEGE DIST,COCONINO COUNTY COMMUNITY COLLEGE DIST,COCONINO COUNTY COMMUNITY COLLEGE DIST,parent,singleton,1
COCONINO NRCD,COCONINO NRCD,COCONINO NRCD,parent,singleton,1
COCOPAH INDIAN TRIBE,COCOPAH INDIAN TRIBE,COCOPAH INDIAN TRIBE,parent,singleton,1
CODEX CORPORATION,CODEX CORPORATION,CODEX CORPORATION,parent,singleton,1
COFFELT-LAMOREAUX LLC,COFFELT-LAMOREAUX LLC,COFFELT-LAMOREAUX LLC,parent,singleton,1
COFFMAN AMES JOINT VENTURE,COFFMAN AMES JOINT VENTURE,COFFMAN AMES JOINT VENTURE,parent,singleton,1
COFFMAN SPECIALTIES INC,COFFMAN SPECIALTIES INC,COFFMAN SPECIALTIES INC,parent,high,2
"COFFMAN SPECIALTIES, INC.",COFFMAN SPECIALTIES INC,COFFMAN SPECIALTIES INC,norm_exact,high,2
"COFFMAN SPECIALTIES\, INC.","COFFMAN SPECIALTIES\, INC.","COFFMAN SPECIALTIES\, INC.",parent,singleton,1
COGNIA INC,COGNIA INC,COGNIA INC,parent,singleton,1
COGNIZANT TRIZETTO SOFWARE GROUP INC,COGNIZANT TRIZETTO SOFWARE GROUP INC.,COGNIZANT TRIZETTO SOFWARE GROUP INC.,norm_exact,high,2
COGNIZANT TRIZETTO SOFWARE GROUP INC.,COGNIZANT TRIZETTO SOFWARE GROUP INC.,COGNIZANT TRIZETTO SOFWARE GROUP INC.,parent,high,2
COHEN DOWD QUIGLEY PC,COHEN KENNEDY DOWD & QUIGLEY PC,COHEN KENNEDY DOWD & QUIGLEY PC,token_subset,high,2
COHEN KENNEDY DOWD & QUIGLEY PC,COHEN KENNEDY DOWD & QUIGLEY PC,COHEN KENNEDY DOWD & QUIGLEY PC,parent,high,2
COLFIN PHX TOWER FUNDING LLC,COLFIN PHX TOWER FUNDING LLC,COLFIN PHX TOWER FUNDING LLC,parent,singleton,1
COLLEGE BOARD,COLLEGE BOARD,COLLEGE BOARD,parent,high,2
COLLEGE ENTRANCE EXAMINATION BOARD,COLLEGE BOARD,COLLEGE BOARD,token_subset,high,2
COLLEGE MEDICAL CENTER PHOENIX LLC,COLLEGE MEDICAL CENTER PHOENIX LLC,COLLEGE MEDICAL CENTER PHOENIX LLC,parent,singleton,1
COLLIERS INTERNATIONAL,COLLIERS INTERNATIONAL,COLLIERS INTERNATIONAL,parent,singleton,1
COLORADO CITY FIRE DISTRICT,COLORADO CITY FIRE DISTRICT,COLORADO CITY FIRE DISTRICT,parent,singleton,1
COLORADO CITY UNIFIED SCHOOL DISTRICT,COLORADO CITY UNIFIED SCHOOL DISTRICT,COLORADO CITY UNIFIED SCHOOL DISTRICT,parent,singleton,1
COLORADO CITY USD,COLORADO CITY USD,COLORADO CITY USD,parent,singleton,1
"COLORADO CITY, TOWN OF","COLORADO CITY, TOWN OF","COLORADO CITY, TOWN OF",parent,singleton,1
COLORADO RIVER INDIAN TR,COLORADO RIVER INDIAN TR,COLORADO RIVER INDIAN TR,parent,singleton,1
COLORADO RIVER INDIAN TRIBES,COLORADO RIVER INDIAN TRIBES,COLORADO RIVER INDIAN TRIBES,parent,singleton,1
COLORADO RIVER UNION HIGH SCHOOL DISTRICT NO 2,COLORADO RIVER UNION HIGH SCHOOL DISTRICT NO 2,COLORADO RIVER UNION HIGH SCHOOL DISTRICT NO 2,parent,singleton,1
COLTON CONSTRUCTORS INC,COLTON CONSTRUCTORS INC,COLTON CONSTRUCTORS INC,parent,singleton,1
COLYAR TECHNOLOGY SOLUTIONS LLC,COLYAR TECHNOLOGY SOLUTIONS LLC,COLYAR TECHNOLOGY SOLUTIONS LLC,parent,singleton,1
"COMB SWELL BEATS ENTERTAINMENT, INC","COMB SWELL BEATS ENTERTAINMENT, INC","COMB SWELL BEATS ENTERTAINMENT, INC",parent,singleton,1
COMBS CONSTRUCTION CO INC,COMBS CONSTRUCTION CO INC,COMBS CONSTRUCTION CO INC,parent,singleton,1
COMFORT SYSTEMS USA INC,COMFORT SYSTEMS USA INC,COMFORT SYSTEMS USA INC,parent,singleton,1
COMITE DE BIEN ESTER INC,COMITE DE BIEN ESTER INC,COMITE DE BIEN ESTER INC,parent,singleton,1
COMM HEALTH MOBILE MED,COMM HEALTH MOBILE MED,COMM HEALTH MOBILE MED,parent,singleton,1
COMMERCE TRUCK & EQUIPMENT SALES LLC,COMMERCE TRUCK & EQUIPMENT SALES LLC,COMMERCE TRUCK & EQUIPMENT SALES LLC,parent,singleton,1
COMMERCIAL COMPUTER SERVICES INC,COMMERCIAL COMPUTER SERVICES INC,COMMERCIAL COMPUTER SERVICES INC,parent,singleton,1
COMMITTEE TO ELECT KIM OWENS,COMMITTEE TO ELECT KIM OWENS,COMMITTEE TO ELECT KIM OWENS,parent,singleton,1
COMMONWEALTH LAND TITLE COMPANY,COMMONWEALTH LAND TITLE COMPANY,COMMONWEALTH LAND TITLE COMPANY,parent,singleton,1
COMMONWEALTH OF PENNSYLVANIA,COMMONWEALTH OF PENNSYLVANIA,COMMONWEALTH OF PENNSYLVANIA,parent,singleton,1
COMMUNI FORM,COMMUNI FORM,COMMUNI FORM,parent,singleton,1
COMMUNITY 43,COMMUNITY 43,COMMUNITY 43,parent,singleton,1
COMMUNITY ACTION HUMAN RESOURCES AGENCY,COMMUNITY ACTION HUMAN RESOURCES AGENCY,COMMUNITY ACTION HUMAN RESOURCES AGENCY,parent,singleton,1
COMMUNITY BRIDGES INC,"COMMUNITY BRIDGES, INC","COMMUNITY BRIDGES, INC",norm_exact,high,3
"COMMUNITY BRIDGES, INC","COMMUNITY BRIDGES, INC","COMMUNITY BRIDGES, INC",parent,high,3
"COMMUNITY BRIDGES, INC.","COMMUNITY BRIDGES, INC","COMMUNITY BRIDGES, INC",norm_exact,high,3
COMMUNITY BUILDERS,COMMUNITY BUILDERS,COMMUNITY BUILDERS,parent,singleton,1
COMMUNITY COUNTS,COMMUNITY COUNTS,COMMUNITY COUNTS,parent,singleton,1
COMMUNITY DIRECTIONS,COMMUNITY DIRECTIONS,COMMUNITY DIRECTIONS,parent,singleton,1
COMMUNITY FOOD BANK INC,COMMUNITY FOOD BANK INC,COMMUNITY FOOD BANK INC,parent,high,2
"COMMUNITY FOOD BANK, INC.",COMMUNITY FOOD BANK INC,COMMUNITY FOOD BANK INC,norm_exact,high,2
"COMMUNITY FOOD BANK\, INC.","COMMUNITY FOOD BANK\, INC.","COMMUNITY FOOD BANK\, INC.",parent,singleton,1
COMMUNITY HOPE WELLNESS C,COMMUNITY HOPE WELLNESS C,COMMUNITY HOPE WELLNESS C,parent,singleton,1
COMMUNITY INVESTMENT CORPORATION,COMMUNITY INVESTMENT CORPORATION,COMMUNITY INVESTMENT CORPORATION,parent,singleton,1
COMMUNITY MEDICAL SERVICES ARIZONA-PRIVATE LLC,COMMUNITY MEDICAL SERVICES ARIZONA-PRIVATE LLC,COMMUNITY MEDICAL SERVICES ARIZONA-PRIVATE LLC,parent,singleton,1
COMMUNITY OPTIONS INC,COMMUNITY OPTIONS INC,COMMUNITY OPTIONS INC,parent,singleton,1
"COMMUNITY OUTREACH AND PATIENT EMPOWERMENT PROGRAM, INC.","COMMUNITY OUTREACH AND PATIENT EMPOWERMENT PROGRAM, INC.","COMMUNITY OUTREACH AND PATIENT EMPOWERMENT PROGRAM, INC.",parent,singleton,1
COMMUNITY PARTNERSHIP OF SOUTHERN ARIZONA INC,COMMUNITY PARTNERSHIP OF SOUTHERN ARIZONA INC,COMMUNITY PARTNERSHIP OF SOUTHERN ARIZONA INC,parent,singleton,1
"COMMUTER AIR TECHNOLOGY\, INC","COMMUTER AIR TECHNOLOGY\, INC","COMMUTER AIR TECHNOLOGY\, INC",parent,singleton,1
COMPASS AFFORDABLE HOUSING,COMPASS AFFORDABLE HOUSING,COMPASS AFFORDABLE HOUSING,parent,singleton,1
COMPASS GROUP USA INC,COMPASS GROUP USA INC,COMPASS GROUP USA INC,parent,singleton,1
COMPASS HIGH SCHOOL,COMPASS HIGH SCHOOL,COMPASS HIGH SCHOOL,parent,singleton,1
COMPASSION WAY TREATMENT,COMPASSION WAY TREATMENT,COMPASSION WAY TREATMENT,parent,singleton,1
COMPLETE BOOK & MEDIA SUPPLY INC,COMPLETE BOOK & MEDIA SUPPLY INC,COMPLETE BOOK & MEDIA SUPPLY INC,parent,singleton,1
"COMPOUND TOURING, INC.","COMPOUND TOURING, INC.","COMPOUND TOURING, INC.",parent,singleton,1
COMPREHENSIVE INTERVENTIO,COMPREHENSIVE INTERVENTIO,COMPREHENSIVE INTERVENTIO,parent,singleton,1
COMPUTECH INTERNATIONAL,COMPUTECH INTERNATIONAL,COMPUTECH INTERNATIONAL,parent,singleton,1
COMPUTERSHARE HOLDINGS INC.,COMPUTERSHARE HOLDINGS INC.,COMPUTERSHARE HOLDINGS INC.,parent,singleton,1
COMPUTRONIX,COMPUTRONIX,COMPUTRONIX,parent,singleton,1
COMPUWARE CORPORATION,COMPUWARE CORPORATION,COMPUWARE CORPORATION,parent,singleton,1
CONCHO ELEMENTARY SCHOOL DIST NO 6,CONCHO ELEMENTARY SCHOOL DIST NO 6,CONCHO ELEMENTARY SCHOOL DIST NO 6,parent,singleton,1
CONCO CONCRETE SPECIALISTS LLC,CONCO CONCRETE SPECIALISTS LLC,CONCO CONCRETE SPECIALISTS LLC,parent,singleton,1
CONCORD GENERAL CONTRACTING,CONCORD GENERAL CONTRACTING,CONCORD GENERAL CONTRACTING,parent,singleton,1
CONCORDIA CHARTER SCHOOL,CONCORDIA CHARTER SCHOOL,CONCORDIA CHARTER SCHOOL,parent,singleton,1
CONDE ENTERPRISES LLC,CONDE ENTERPRISES LLC,CONDE ENTERPRISES LLC,parent,singleton,1
CONDUENT HEALTHY COMMUNITIES CORPORATION,CONDUENT HEALTHY COMMUNITIES CORPORATION,CONDUENT HEALTHY COMMUNITIES CORPORATION,parent,singleton,1
CONDUENT STATE AND LOCAL SOLUTIONS INC,CONDUENT STATE AND LOCAL SOLUTIONS INC,CONDUENT STATE AND LOCAL SOLUTIONS INC,parent,singleton,1
CONDUENT STATE HEALTHCARE LLC,CONDUENT STATE HEALTHCARE LLC,CONDUENT STATE HEALTHCARE LLC,parent,high,2
"CONDUENT STATE HEALTHCARE, LLC",CONDUENT STATE HEALTHCARE LLC,CONDUENT STATE HEALTHCARE LLC,norm_exact,high,2
"CONDUENT STATE HEALTHCARE\, LLC","CONDUENT STATE HEALTHCARE\, LLC","CONDUENT STATE HEALTHCARE\, LLC",parent,singleton,1
CONGRESS ELEMENTARY SCHOOL DISTRICT,CONGRESS ELEMENTARY SCHOOL DISTRICT,CONGRESS ELEMENTARY SCHOOL DISTRICT,parent,singleton,1
CONNECT 202 PARTNERS,CONNECT 202 PARTNERS,CONNECT 202 PARTNERS,parent,singleton,1
CONNECTICUT GENERAL LIFE INSURANCE CO,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,norm_exact,high,2
CONNECTICUT GENERAL LIFE INSURANCE COMPANY,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,parent,high,2
CONSENTINO CONSULTING LLC,CONSENTINO CONSULTING LLC,CONSENTINO CONSULTING LLC,parent,singleton,1
CONSERVATORS BOGUTZ & GORDON PC AND MILLER PITT FELDMAN,CONSERVATORS BOGUTZ & GORDON PC AND MILLER PITT FELDMAN,CONSERVATORS BOGUTZ & GORDON PC AND MILLER PITT FELDMAN,parent,singleton,1
CONSOR ENGINEERS LLC,CONSOR ENGINEERS LLC,CONSOR ENGINEERS LLC,parent,singleton,1
CONSOVOY MCCARTHY PLLC,CONSOVOY MCCARTHY PLLC,CONSOVOY MCCARTHY PLLC,parent,singleton,1
CONSULTANT ENGINEERING INC,CONSULTANT ENGINEERING INC,CONSULTANT ENGINEERING INC,parent,singleton,1
CONTEMPORARY SERVICES CORPORATION,CONTEMPORARY SERVICES CORPORATION,CONTEMPORARY SERVICES CORPORATION,parent,singleton,1
CONTINENTAL FLOORING CO,CONTINENTAL FLOORING CO,CONTINENTAL FLOORING CO,parent,singleton,1
CONTINENTAL SCHOOL DISTRICT 39,CONTINENTAL SCHOOL DISTRICT 39,CONTINENTAL SCHOOL DISTRICT 39,parent,singleton,1
CONTRACTORS WEST INC,CONTRACTORS WEST INC,CONTRACTORS WEST INC,parent,singleton,1
COOLIDGE UNIFIED SCHOOL DISTRICT,COOLIDGE UNIFIED SCHOOL DISTRICT,COOLIDGE UNIFIED SCHOOL DISTRICT,parent,singleton,1
COPE COMMUNITY SERVICES INC,COPE COMMUNITY SERVICES INC,COPE COMMUNITY SERVICES INC,parent,singleton,1
"COPPER BASIN RAILWAY, INC","COPPER BASIN RAILWAY, INC","COPPER BASIN RAILWAY, INC",parent,singleton,1
"COPPER BASIN RAILWAY\, INC","COPPER BASIN RAILWAY\, INC","COPPER BASIN RAILWAY\, INC",parent,singleton,1
COPPER CANYON FIRE & MEDI,COPPER CANYON FIRE & MEDI,COPPER CANYON FIRE & MEDI,parent,singleton,1
COPPER QUEEN HOSPITAL,COPPER QUEEN HOSPITAL,COPPER QUEEN HOSPITAL,parent,singleton,1
COPPER QUEEN MED - 5TH ST,COPPER QUEEN MED - 5TH ST,COPPER QUEEN MED - 5TH ST,parent,singleton,1
COPPER SPRINGS EAST,COPPER SPRINGS EAST,COPPER SPRINGS EAST,parent,singleton,1
COPPER STATE ACADEMY,COPPER STATE ACADEMY,COPPER STATE ACADEMY,parent,singleton,1
COPPER STATE RUBBER OF ARIZONA INC,COPPER STATE RUBBER OF ARIZONA INC,COPPER STATE RUBBER OF ARIZONA INC,parent,singleton,1
COPPERSMITH BROCKELMAN PLC,COPPERSMITH BROCKELMAN PLC,COPPERSMITH BROCKELMAN PLC,parent,singleton,1
COPPERSTATE FIRE PROTECTION,COPPERSTATE FIRE PROTECTION,COPPERSTATE FIRE PROTECTION,parent,singleton,1
CORBINS SERVICE ELECTRIC LLC,CORBINS SERVICE ELECTRIC LLC,CORBINS SERVICE ELECTRIC LLC,parent,singleton,1
CORDES LAKES WATER COMPANY INCORPORATED,CORDES LAKES WATER COMPANY INCORPORATED,CORDES LAKES WATER COMPANY INCORPORATED,parent,singleton,1
CORE CONSTRUCTION INC,CORE CONSTRUCTION INC,CORE CONSTRUCTION INC,parent,singleton,1
CORE HEALTH SERVICES INC,CORE HEALTH SERVICES INC,CORE HEALTH SERVICES INC,parent,singleton,1
CORECIVIC INC,CORECIVIC INC,CORECIVIC INC,parent,singleton,1
CORETEK INC,CORETEK INC,CORETEK INC,parent,singleton,1
CORIZON INC,CORIZON INC,CORIZON INC,parent,high,2
"CORIZON, INC.",CORIZON INC,CORIZON INC,norm_exact,high,2
CORNERSTONE BEHAVIORAL,CORNERSTONE BEHAVIORAL,CORNERSTONE BEHAVIORAL,parent,singleton,1
CORNERSTONE DETENTION PRODUCTS INC,CORNERSTONE DETENTION PRODUCTS INC,CORNERSTONE DETENTION PRODUCTS INC,parent,singleton,1
CORNERSTONE TO LIFE LLC,CORNERSTONE TO LIFE LLC,CORNERSTONE TO LIFE LLC,parent,singleton,1
CORONA DE TUCSON FIRE DISTRICT,CORONA DE TUCSON FIRE DISTRICT,CORONA DE TUCSON FIRE DISTRICT,parent,singleton,1
CORONA DE TUCSON VOL FIRE DEPT,CORONA DE TUCSON VOL FIRE DEPT,CORONA DE TUCSON VOL FIRE DEPT,parent,singleton,1
CORPORATE CLEANING INC,CORPORATE CLEANING INC,CORPORATE CLEANING INC,parent,singleton,1
CORPORATE INTERIOR SYSTEMS INC,CORPORATE INTERIOR SYSTEMS INC,CORPORATE INTERIOR SYSTEMS INC,parent,singleton,1
CORPORATE TECHNOLOGY SOLUTIONS LLC,CORPORATE TECHNOLOGY SOLUTIONS LLC,CORPORATE TECHNOLOGY SOLUTIONS LLC,parent,singleton,1
CORTEZ PARK CHARTER MIDDLE SCHOOL INC,CORTEZ PARK CHARTER MIDDLE SCHOOL INC,CORTEZ PARK CHARTER MIDDLE SCHOOL INC,parent,singleton,1
CORTNEYS PLACE,CORTNEYS PLACE,CORTNEYS PLACE,parent,singleton,1
CORVEL CORP,CORVEL CORPORATION,CORVEL CORPORATION,norm_exact,high,2
CORVEL CORPORATION,CORVEL CORPORATION,CORVEL CORPORATION,parent,high,2
COSMICH SIMMONS & BROWN P LLC,COSMICH SIMMONS & BROWN P LLC,COSMICH SIMMONS & BROWN P LLC,parent,singleton,1
"COSMICH SIMMONS & BROWN\, PLLC","COSMICH SIMMONS & BROWN\, PLLC","COSMICH SIMMONS & BROWN\, PLLC",parent,singleton,1
COTTON LANE 660 LLLP,COTTON LANE 660 LLLP,COTTON LANE 660 LLLP,parent,singleton,1
COTTONWOOD RANCH APARTMENTS LP,COTTONWOOD RANCH APARTMENTS LP,COTTONWOOD RANCH APARTMENTS LP,parent,singleton,1
COUNCIL OF STATE GOVERNMENTS,COUNCIL OF STATE GOVERNMENTS,COUNCIL OF STATE GOVERNMENTS,parent,singleton,1
COUNTRY GARDENS CHARTER SCHOOLS,COUNTRY GARDENS CHARTER SCHOOLS,COUNTRY GARDENS CHARTER SCHOOLS,parent,singleton,1
COUNTY OF APACHE,COUNTY OF APACHE,COUNTY OF APACHE,parent,singleton,1
COUNTY OF GILA,COUNTY OF GILA,COUNTY OF GILA,parent,singleton,1
COUNTY OF GILA HAYDEN WINKELMAN USD 41,COUNTY OF GILA HAYDEN WINKELMAN USD 41,COUNTY OF GILA HAYDEN WINKELMAN USD 41,parent,singleton,1
COUNTY OF GILA UNIFIED SCHOOL DISTRICT,COUNTY OF GILA UNIFIED SCHOOL DISTRICT,COUNTY OF GILA UNIFIED SCHOOL DISTRICT,parent,singleton,1
COUNTY OF GRAHAM,COUNTY OF GRAHAM,COUNTY OF GRAHAM,parent,singleton,1
COUNTY OF GREENLEE,COUNTY OF GREENLEE,COUNTY OF GREENLEE,parent,singleton,1
COUNTY OF MARICOPA,COUNTY OF MARICOPA,COUNTY OF MARICOPA,parent,singleton,1
COUNTY OF MARICOPA - CAVE CREEK UNIFIED SCHOOL DISTRICT,COUNTY OF MARICOPA - CAVE CREEK UNIFIED SCHOOL DISTRICT,COUNTY OF MARICOPA - CAVE CREEK UNIFIED SCHOOL DISTRICT,parent,singleton,1
COUNTY OF MARICOPA ALHAMBRA SCHOOL DIST 68,COUNTY OF MARICOPA ALHAMBRA SCHOOL DIST 68,COUNTY OF MARICOPA ALHAMBRA SCHOOL DIST 68,parent,singleton,1
COUNTY OF MARICOPA ARLINGTON SCHOOL DISTRICT NO 47,COUNTY OF MARICOPA ARLINGTON SCHOOL DISTRICT NO 47,COUNTY OF MARICOPA ARLINGTON SCHOOL DISTRICT NO 47,parent,singleton,1
COUNTY OF MARICOPA AVONDALE SCHOOL DIST 44,COUNTY OF MARICOPA AVONDALE SCHOOL DIST 44,COUNTY OF MARICOPA AVONDALE SCHOOL DIST 44,parent,singleton,1
COUNTY OF MARICOPA BALSZ SCHOOL DIST 31,COUNTY OF MARICOPA BALSZ SCHOOL DIST 31,COUNTY OF MARICOPA BALSZ SCHOOL DIST 31,parent,singleton,1
COUNTY OF MARICOPA BUCKEYE ELEMENTARY SCHOOL,COUNTY OF MARICOPA BUCKEYE ELEMENTARY SCHOOL,COUNTY OF MARICOPA BUCKEYE ELEMENTARY SCHOOL,parent,singleton,1
COUNTY OF MARICOPA CARTWRIGHT SCHOOL DIST 83,COUNTY OF MARICOPA CARTWRIGHT SCHOOL DIST 83,COUNTY OF MARICOPA CARTWRIGHT SCHOOL DIST 83,parent,singleton,1
COUNTY OF MARICOPA DEER VALLEY UNIFIED SCHOOL DIST,COUNTY OF MARICOPA DEER VALLEY UNIFIED SCHOOL DIST,COUNTY OF MARICOPA DEER VALLEY UNIFIED SCHOOL DIST,parent,singleton,1
COUNTY OF MARICOPA ISAAC SCHOOL DISTRICT 5,COUNTY OF MARICOPA ISAAC SCHOOL DISTRICT 5,COUNTY OF MARICOPA ISAAC SCHOOL DISTRICT 5,parent,singleton,1
COUNTY OF MARICOPA LIBERTY SCHOOL DISTRICT 25,COUNTY OF MARICOPA LIBERTY SCHOOL DISTRICT 25,COUNTY OF MARICOPA LIBERTY SCHOOL DISTRICT 25,parent,singleton,1
